id,line_number,location_name,start_km,end_km,reason,track_number,speed_odd_direction,speed_even_direction,notes,source_region,is_new,regarding_passenger,is_included_in_timetable,is_main_track
17124,92,Przemyśl Główny - Hurko,3.295,3.563,jazda z opuszczonymi pantografami,1,,,*),IZ Kraków,false,true,false,true
17125,92,Medyka,13.823,13.839,przejazd pociągu przez skaner do prześwietlania wagonów,1,,,*) dot. tylko pociągów towarowych - jazda z prędkością 5- 15 km/h,IZ Kraków,false,false,false,true
17126,93,Trzebinia,1.306,1.797,,3a,40,40,Vd) Linia 860,IZ Kraków,false,true,true,false
17127,93,Trzebinia,1.311,1.856,,5a,40,40,Vd) Linia 860,IZ Kraków,false,true,true,false
17128,93,Trzebinia,1.797,2.785,,3,40,40,Vd) Linia 860,IZ Kraków,false,true,true,false
17129,93,Trzebinia,1.856,2.785,Jazda z,5,40,40,Vd) Linia 860,IZ Kraków,false,true,true,false
17130,93,Trzebinia,23.508,23.931,opuszczonymi,1,,,*),IZ Kraków,false,true,false,true
17131,93,Oświęcim,23.508,23.815,opuszczonymi pantografami. Ograniczenie,2,,,*),IZ Kraków,false,true,false,true
17132,93,Oświęcim,27.130,27.160,konstrukcyjne V max na rozjeździe,101,100,100,,IZ Kraków,false,true,true,true
17133,93,Oświęcim,27.522,27.562,Osłabienie stabilności toru,101,50,50,*),IZ Kraków,false,true,false,true
17134,93,Oświęcim,27.522,27.562,Osłabienie stabilności toru. Jazda z opuszczonymi pantografami.,102,50,50,*) *) Linia 94,IZ Kraków,false,true,false,true
17135,93,Oświęcim,62.851,63.100,Brak widoczności czoła pociągu na przejeździe.,206,,,"Linia 699; przejazd kat D w km 0,334.",IZ Kraków,false,true,true,true
17136,93,Oświęcim,0.331,0.337,,301,,,,IZ Kraków,false,true,true,true
17137,93,Oświęcim,62.848,63.525,,206,50,50,Vd) Linia 94,IZ Kraków,false,true,true,false
17138,93,Oświęcim,62.913,63.564,,204,60,60,Vd) Linia 94,IZ Kraków,false,true,true,false
17139,93,Oświęcim,63.525,63.844,,6a,50,50,Vd) Linia 94,IZ Kraków,false,true,true,false
17140,93,Oświęcim,63.564,63.789,,4a,60,60,Vd) Linia 94,IZ Kraków,false,true,true,false
17141,93,Oświęcim,63.789,64.323,,4,60,60,Vd) Linia 94,IZ Kraków,false,true,true,false
17142,93,Oświęcim,63.844,64.231,,6,50,50,Vd) Linia 94,IZ Kraków,false,true,true,false
17143,93,Oświęcim,64.231,64.726,,6b,50,50,Vd) Linia 94,IZ Kraków,false,true,true,false
17144,93,Oświęcim,64.323,64.797,,4b,60,60,Vd) Linia 94,IZ Kraków,false,true,true,false
17145,93,Oświęcim,0.000,0.499,,301,50,50,Vd) Linia 699,IZ Kraków,false,true,true,false
17146,93,Brzeszcze Kopalnia,31.700,32.800,czynne szkody górnicze,"1, 2",100,100,,IZ Kraków,false,true,true,true
17147,93,Brzeszcze Kopalnia,31.800,32.900,Osłabienie stabilności podtorza.,"4, 6, 8, 10, 12, 14",20,20,"*) Szkody górnicze, tory kopalni.",IZ Kraków,false,true,false,true
17148,94,Kraków Płaszów,2.820,5.070,,1,80,80,Vd) Linia 91; poc towarowe,IZ Kraków,false,true,true,false
17149,94,Kraków Płaszów,2.820,5.070,,1,100,100,Vd) Linia 91; poć pasażerskie i szynobusy.,IZ Kraków,false,true,true,false
17150,94,Kraków Płaszów,2.820,4.843,,2,80,80,Vd) Linia 91; poc towarowe,IZ Kraków,false,true,true,false
17151,94,Kraków Płaszów,2.820,4.843,,2,100,100,Vd) Linia 91; poć. pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17152,94,Skawina,-0.685,0.372,,4,60,60,Vd) Linia 97,IZ Kraków,false,true,true,false
17153,94,Podbory Skawińskie - Brzeźnica,22.341,22.670,Ograniczona widoczność czoła pociągu na przejeździe.,1,50,,"przejazd kat. D w km 22,668 w km 22,668.",IZ Kraków,false,true,true,true
17154,94,Podbory Skawińskie - Brzeźnica,29.371,29.550,Ograniczona widoczność czoła pociągu na przejeździe.,1,,50,"przejazd kat. D w km 29,373.",IZ Kraków,false,true,true,true
17155,94,Podbory Skawińskie - Brzeźnica,29.371,29.550,Ograniczona widoczność czoła pociągu na przejeździe.,2,,40,"przejazd kat D w km 29,373.",IZ Kraków,false,true,true,true
17156,94,Spytkowice - Przeciszów,44.370,44.585,"Pogorszenie stanu mostu, toru oraz przyrządów wyrównawczych",1,30,30,,IZ Kraków,false,true,true,true
17157,94,Spytkowice - Przeciszów,48.772,49.162,Ograniczona widoczność czoła pociągu na przejeździe.,"1, 2",60,,"przejazd kat D w km 49,159.",IZ Kraków,false,true,true,true
17158,94,Dwory – Oświęcim i st. Oświęcim,62.320,62.963,Jazda z opuszczonymi pantografami.,1 204,,,*),IZ Kraków,false,true,false,true
17159,94,Oświęcim,62.851,63.100,Jazda z opuszczonymi pantografami. Ograniczenie konstrukcyjne V max na rozjeździe.,206,,,*) Linia 93,IZ Kraków,false,true,false,true
17160,94,Oświęcim,27.130,27.160,,101,,,,IZ Kraków,false,true,true,true
17161,94,Oświęcim,27.522,27.562,Osłabienie stabilności toru.,101,50,50,*) Linia 93,IZ Kraków,false,true,false,true
17162,94,Oświęcim,27.522,27.562,Osłabienie stabilności toru. Jazda z opuszczonymi pantografami.,102,50,50,*) Linia 93 *) Linia 138,IZ Kraków,false,true,false,true
17163,94,Oświęcim,1.034,1.235,Brak widoczności czoła pociągu na przejeździe.,2,,,"Linia 699; przejazd kat D w km 0,334.",IZ Kraków,false,true,true,true
17164,94,Oświęcim,0.331,0.337,,301,,,,IZ Kraków,false,true,true,true
17165,94,Oświęcim,24.030,24.681,,202,100,100,Vd) Linia 93; poc pasażerskie i szynobusy.,IZ Kraków,false,true,true,false
17166,94,Oświęcim,24.030,24.681,,202,80,80,Vd) Linia 93; poc towarowe,IZ Kraków,false,true,true,false
17167,94,Oświęcim,24.069,24.610,,201,100,100,Vd) Linia 93; poc pasażerskie i szynobusy.,IZ Kraków,false,true,true,false
17168,94,Oświęcim,24.069,24.610,,201,80,80,Vd) Linia 93; poc towarowe,IZ Kraków,false,true,true,false
17169,94,Oświęcim,24.610,25.429,,1,100,100,Vd) Linia 93; poc pasażerskie i szynobusy.,IZ Kraków,false,true,true,false
17170,94,Oświęcim,24.610,25.429,,1,80,80,Vd) Linia 93; poc towarowe,IZ Kraków,false,true,true,false
17171,94,Oświęcim,24.681,25.304,,2,80,80,Vd) Linia 93; poc towarowe.,IZ Kraków,false,true,true,false
17172,94,Oświęcim,24.681,25.304,,2,100,100,Vd) Linia 93; poc pasażerskie i szynobusy.,IZ Kraków,false,true,true,false
17173,94,Oświęcim,25.304,25.383,,2,80,80,Vd) Linia 93,IZ Kraków,false,true,true,false
17174,94,Oświęcim,25.383,25.858,,2b,80,80,Vd) Linia 93,IZ Kraków,false,true,true,false
17175,94,Oświęcim,25.429,25.691,,1b,80,80,Vd) Linia 93; poc towarowe,IZ Kraków,false,true,true,false
17176,94,Oświęcim,25.429,25.691,,1b,100,100,Vd) Linia 93; poc pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17177,94,Oświęcim,25.691,25.872,,1b,80,80,Vd) Linia 93,IZ Kraków,false,true,true,false
17178,94,Oświęcim,25.858,26.121,,102,80,80,Vd) Linia 93,IZ Kraków,false,true,true,false
17179,94,Oświęcim,25.872,26.118,,101,80,80,Vd) Linia 93,IZ Kraków,false,true,true,false
17180,94,Oświęcim,26.118,27.763,,101,80,80,Vd) Linia 93; poc towarowe,IZ Kraków,false,true,true,false
17181,94,Oświęcim,26.118,27.763,,101,120,120,Vd) Linia 93; poc pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17182,94,Oświęcim,26.121,27.673,,102,80,80,Vd) Linia 93; poc towarowe.,IZ Kraków,false,true,true,false
17183,94,Oświęcim,26.121,27.673,,102,120,120,Vd) Linia 93; poc pasazerskie i szynobusy,IZ Kraków,false,true,true,false
17184,94,Oświęcim,0.525,1.131,,203,50,50,Vd) Linia 138,IZ Kraków,false,true,true,false
17185,94,Oświęcim,1.131,1.177,,203,70,70,Vd) Linia 138,IZ Kraków,false,true,true,false
17186,94,Oświęcim,0.000,0.499,,301,50,50,Vd) Linia 699,IZ Kraków,false,true,true,false
17187,95,,312.880,312.933,,1,,,,IZ Kraków,false,true,true,true
17188,95,Dłubnia podg - Kraków Nowa Huta NHA,13.650,13.850,osłabienie stabilności toru,"1, 2",80,80,,IZ Kraków,false,true,true,true
17189,95,Dłubnia podg - Kraków Nowa Huta NHA,14.250,14.800,Osłabienie stabilności skarpy nasypu.,1,50,50,*),IZ Kraków,false,true,false,true
17190,95,Dłubnia podg - Kraków Nowa Huta NHA,15.830,15.999,"budowa wiaduktu, podawać sygnały baczność",2,50,50,*),IZ Kraków,false,true,false,true
17191,96,Zborowice - Bobowa,41.050,41.408,Ograniczona widoczność czoła pociągu na przejeździe.,1,,60,"Przejazd w km 40,053.",IZ Kraków,false,true,true,true
17192,96,Stary Sącz - Rytro,98.177,98.620,Ograniczona widoczność czoła pociągu na przejeździe.,1,80,,"Przejazd w km 98,617.",IZ Kraków,false,true,true,true
17193,96,Stary Sącz - Rytro,98.614,99.057,Ograniczona widoczność czoła pociągu na przejeździe.,1,,80,"Przejazd w km 98,617.",IZ Kraków,false,true,true,true
17194,96,Stary Sącz - Rytro,98.926,99.369,Ograniczona widoczność czoła pociągu na przejeździe.,1,80,,"Przejazd w km 99,366.",IZ Kraków,false,true,true,true
17195,96,Stary Sącz - Rytro,99.363,99.806,Ograniczona widoczność czoła pociągu na przejeździe.,1,,80,"Przejazd w km 99,366.",IZ Kraków,false,true,true,true
17196,96,Stary Sącz - Rytro,99.635,103.095,Brak wymaganej odległości czujników uruchamiających SSP,1,100,,"Przejazd w km 100,925, 101,452, i 103,095",IZ Kraków,false,true,true,true
17197,96,Stary Sącz - Rytro,100.925,103.927,Brak wymaganej odległości czujników uruchamiających SSP,1,,100,"Przejazd w km 100,925, 101,452 i 103,095",IZ Kraków,false,true,true,true
17198,96,Stary Sącz - Rytro,103.236,103.927,Brak wymaganej odległości czujników uruchamiających SSP.,1,80,,"Przejazd w km 103,927.",IZ Kraków,false,true,true,true
17199,96,Stary Sącz - Rytro,103.927,104.627,Brak wymaganej odległości czujników uruchamiających SSP.,1,,80,"Przejazd w km 103,927.",IZ Kraków,false,true,true,true
17200,96,Rytro - Piwniczna,106.198,106.586,Ograniczona widoczność na przejeździe.,1,70,,"Przejazd w km 106,583.",IZ Kraków,false,true,true,true
17201,96,Rytro - Piwniczna,106.580,107.023,Ograniczona widoczność na przejeździe,1,,70,"Przejazd w km 106,583",IZ Kraków,false,true,true,true
17202,96,Rytro - Piwniczna,110.015,110.404,Ograniczona widoczność czoła pociągu na przejeździe,1,70,,"Przejazd w km 110,400",IZ Kraków,false,true,true,true
17203,96,Rytro - Piwniczna,110.397,110.785,Ograniczona widoczność czoła pociągu na przejeździe.,1,,70,"Przejazd w km 110,400",IZ Kraków,false,true,true,true
17204,96,Wierchomla - Żegiestów,119.431,119.819,Ograniczona widoczność czoła pociągu na przejeździe,1,70,,"Przejazd w km 119,816",IZ Kraków,false,true,true,true
17205,96,Wierchomla - Żegiestów,119.813,120.201,Ograniczona widoczność czoła pociągu na przejeździe,1,,70,"Przejazd w km 119,816",IZ Kraków,false,true,true,true
17206,96,Andrzejówka - Muszyna,133.815,134.203,Ograniczona widoczność czoła pociągu na przejeździe,1,70,,"Przejazd w km 134,200",IZ Kraków,false,true,true,true
17207,96,Andrzejówka - Muszyna,134.197,134.585,Ograniczona widoczność czoła pociągu na przejeździe,1,,70,"Przejazd w km 134,200",IZ Kraków,false,true,true,true
17208,96,Andrzejówka - Muszyna,135.871,136.149,Ograniczona widoczność czoła pociągu na przejeździe.,1,50,,"przejazd w km 136,146",IZ Kraków,false,true,true,true
17209,96,Andrzejówka - Muszyna,136.143,136.421,Ograniczona widoczność czoła pociągu na przejeździe.,1,,50,"przejazd w km 136,146",IZ Kraków,false,true,true,true
17210,96,Muszyna,137.965,138.088,Ograniczona widoczność czoła pociągu na przejściu.,1,40,,"Przejście w km 138,085.",IZ Kraków,false,true,true,true
17211,96,Muszyna,-0.664,0.318,,2,50,50,Vd) Linia 105,IZ Kraków,false,true,true,false
17212,96,Muszyna - Gr. Państwa,139.731,142.436,Ograniczona widoczność czoła pociągu na przejeździe. Brak wymaganej odległości czujników uruchamiających SSP,1,60,,"Przejazd w km 140,299, 140,870, 141,448 i 142,433",IZ Kraków,false,true,true,true
17213,96,Muszyna - Gr. Państwa,140.296,143.688,Ograniczona widoczność czoła pociągu na przejeździe oraz brak wymaganej odległości czujników uruchamiających SSP,1,,60,"Przejazd w km 140,299, 140,870, 141,448 i 142,433",IZ Kraków,false,true,true,true
17214,96,Muszyna - Gr. Państwa,146.100,146.374,Jazda z opuszczonymi pantografami.,1,,,,IZ Kraków,false,true,true,true
17215,97,Skawina,14.633,15.500,,2,70,70,Vd) Linia 94; poc. towarowe,IZ Kraków,false,false,true,false
17216,97,Skawina,14.633,15.500,,2,100,100,Vd) Linia 94; poc pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17217,97,Skawina,14.639,15.500,,1,100,100,Vd) Linia 94; poc pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17218,97,Skawina,14.639,15.500,,1,70,70,Vd) Linia 94; poc towarowe,IZ Kraków,false,true,true,false
17219,97,Skawina,15.500,15.800,,1,60,60,Vd) Linia 94,IZ Kraków,false,true,true,false
17220,97,Skawina,15.500,15.821,,2,60,60,Vd) Linia 94,IZ Kraków,false,true,true,false
17221,97,Leńcze - Kalwaria Zebrzyd. Lanckorona,20.350,20.410,"Pogorszenie stanu technicznego kładki dla pieszych w km 20,380.",1,,,*),IZ Kraków,false,true,false,true
17222,97,Sucha Beskidzka,-0.504,0.542,,2,50,50,Vd) Linia 98; poc. towarowe,IZ Kraków,false,false,true,false
17223,97,Sucha Beskidzka,-0.504,0.542,,2,80,80,"Vd) Linia 98; poc. pasażerskie, szynobusy",IZ Kraków,false,true,true,false
17224,98,Sucha Beskidzka,45.774,46.743,,1,80,80,Vd) Linia 97; poc. pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17225,98,Sucha Beskidzka,45.774,46.743,,1,50,50,Vd) Linia 97; poc. towarowe,IZ Kraków,false,false,true,false
17226,98,Chabówka,-0.334,0.351,,3,50,50,Vd) Linia 99; poc. towarowe,IZ Kraków,false,false,true,false
17227,98,Chabówka,-0.334,-0.041,,3,60,60,Vd) Linia 99; poc. pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17228,98,Chabówka,-0.041,0.351,,3,80,80,Vd) Linia 99; poc. pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17229,99,Chabówka,34.469,34.769,,1,80,80,Vd) Linia 98; poc. pasażerskich i szynobusów,IZ Kraków,false,true,true,false
17230,99,Chabówka,34.469,34.769,,1,70,70,Vd) Linia 98; poc. towarowych,IZ Kraków,false,true,true,false
17231,99,POGP Chabówka Południe - Raba Wyżna,1.754,1.768,Zwiększenie niewłaściwych zachowań użytkowników przejazdu kat. B w km 1.761.,1,,,*),IZ Kraków,false,true,false,true
17232,101,Munina - Bobrówka,0.800,2.800,pogorszenie stanu elementów toru,1,30,30,,IZ Kraków,false,true,true,true
17233,101,Munina - Bobrówka,3.828,4.800,pogorszenie stanu podtorza - osuwisko,1,30,30,,IZ Kraków,false,true,true,true
17234,101,st. Bobrówka i Bobrówka - Lubaczów,12.875,18.130,pogorszenie stanu elementów toru,1,50,50,,IZ Kraków,false,true,true,true
17235,101,Bobrówka - Lubaczów,21.000,23.100,pogorszenie stanu elementów toru,1,40,40,,IZ Kraków,false,true,true,true
17236,101,Bobrówka - Lubaczów,23.100,32.200,pogorszenie stanu elementów toru,1,50,50,,IZ Kraków,false,true,true,true
17237,101,"Bobrówka - Lubaczów, st Lubaczów i Lubaczów - Horyniec-Zdrój",36.530,42.300,pogorszenie stanu elementów toru,1,50,50,,IZ Kraków,false,true,true,true
17238,101,Lubaczów - Horyniec-Zdrój i st. Horyniec-Zdrój,45.839,57.400,pogorszenie stanu elementów toru,1,50,50,,IZ Kraków,false,true,true,true
17239,101,Werchrata,72.290,72.550,pogorszenie stanu elementów toru,1,40,40,,IZ Kraków,false,true,true,true
17240,101,Werchrata - Hrebenne,73.700,76.015,pogorszenie stanu elementów toru,1,30,30,,IZ Kraków,false,true,true,true
17241,103,Trzebinia - Spytkowice,19.000,22.620,pogorszenie stanu elementów toru.,1,20,20,*),IZ Kraków,false,true,false,true
17242,103,Wadowice,17.445,17.455,,1,,,,IZ Kraków,false,true,true,true
17243,103,Wadowice,17.445,17.455,Brak widoczności czoła pociągu na dojściu do peronu.,2,,,Linia 117,IZ Kraków,false,true,true,true
17244,103,Wadowice,17.445,17.455,,3,,,,IZ Kraków,false,true,true,false
17245,104,Chabówka,34.469,34.769,,1,80,80,Vd) Linia 98; poc. pasażerskich i szynobusów,IZ Kraków,false,true,true,false
17246,104,Chabówka,34.469,34.769,,1,70,70,Vd) Linia 98; poc. towarowych,IZ Kraków,false,true,true,false
17247,104,Chabówka,-0.334,0.351,,3,50,50,Vd) Linia 99; poc. towarowe,IZ Kraków,false,false,true,false
17248,104,Chabówka,-0.334,-0.041,,3,60,60,Vd) Linia 99; poc. pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17249,104,Chabówka,-0.041,0.351,,3,80,80,Vd) Linia 99; poc. pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17250,105,Muszyna,137.965,138.088,,1,,,,IZ Kraków,false,true,true,true
17251,105,Powroźnik - Krynica,6.021,6.154,Ograniczona widoczność czoła pociągu na przejeździe.,1,40,,"przejazd w km 6,151",IZ Kraków,false,true,true,true
17252,105,Powroźnik - Krynica,6.567,6.790,Ograniczona widoczność czoła pociągu na przejeździe.,1,,40,"przejazd w km 6,570",IZ Kraków,false,true,true,true
17253,105,Powroźnik - Krynica,8.847,9.040,Ograniczona widoczność czoła pociągu na przejeździe.,1,40,,"przejazd w km 9,037",IZ Kraków,false,true,true,true
17254,105,Powroźnik - Krynica,8.903,9.126,Ograniczona widoczność czoła pociągu na przejeździe.,1,,40,"przejazd w km 8,906",IZ Kraków,false,true,true,true
17255,105,Powroźnik - Krynica,9.034,9.157,Ograniczona widoczność czoła pociągu na przejeździe.,1,,30,"przejazd w km 9,037",IZ Kraków,false,true,true,true
17256,106,Babica - Czudec,16.415,16.638,ograniczona widoczność czoła pociągu na przejeździe,1,40,,,IZ Kraków,false,true,true,true
17257,106,Babica - Czudec,17.370,17.890,budowa wiaduktu nad torami,1,,,*) obowiązuje w godz. 07:00 do 19:00 ;,IZ Kraków,false,true,false,true
17258,106,Babica - Czudec,18.194,18.637,ograniczona widoczność czoła pociągu na przejeździe,1,80,,,IZ Kraków,false,true,true,true
17259,106,Dobrzechów - Frysztak,43.843,44.285,ograniczona widoczność czoła pociągu na przejeździe,1,80,,,IZ Kraków,false,true,true,true
17260,106,Dobrzechów - Frysztak,57.439,57.882,ograniczona widoczność czoła pociągu na przejeździe,1,,80,,IZ Kraków,false,true,true,true
17261,106,Dobrzechów - Frysztak,0.000,1.327,,12,30,30,Vd) Linia 618,IZ Kraków,false,true,true,false
17262,106,Dobrzechów - Frysztak,1.327,2.495,,112,30,30,Vd) Linia 618,IZ Kraków,false,true,true,false
17263,106,Jasło Towarowa JTB,2.495,2.703,,112,60,60,Vd) Linia 618,IZ Kraków,false,true,true,false
17264,106,Jasło,69.278,69.490,ograniczona widoczność czoła pociągu na przejściu,1,,70,,IZ Kraków,false,true,true,true
17265,107,Nowy Zagórz,113.055,113.531,,1,60,60,Vd) Linia 108; dot. szynobusów,IZ Kraków,false,true,true,false
17266,107,Nowy Zagórz,113.055,113.531,,1,30,30,"Vd) Linia 108; poc. pasażerskie, towarowe",IZ Kraków,false,true,true,false
17267,107,Nowy Zagórz,113.531,113.667,,1,50,50,Vd) Linia 108,IZ Kraków,false,true,true,false
17268,107,Zagórz,-0.551,0.174,,2,40,40,Vd) Linia 617,IZ Kraków,false,true,true,false
17269,107,Zagórz - Szczawne Kulaszne,2.772,2.776,brak widoczności czoła pociągu na przejeździe,1,20,,,IZ Kraków,false,true,true,true
17270,107,Zagórz - Szczawne Kulaszne,10.358,10.362,brak widoczności czoła pociągu na przejeździe,1,20,,,IZ Kraków,false,true,true,true
17271,107,Zagórz - Szczawne Kulaszne,11.264,11.486,ograniczona widoczność czoła pociągu na przejeździe,1,40,,dot. szynobusów,IZ Kraków,false,true,true,true
17272,107,Zagórz - Szczawne Kulaszne,12.506,12.708,ograniczona widoczność czoła pociągu na przejeździe,1,40,,"dot. szynobusów, przejazd w km 12,706",IZ Kraków,false,true,true,true
17273,107,Zagórz - Szczawne Kulaszne,12.704,12.836,ograniczona widoczność czoła pociągu na przejeździe,1,,40,dot. szynobusów,IZ Kraków,false,true,true,true
17274,107,Zagórz - Szczawne Kulaszne,21.818,21.971,ograniczona widoczność czoła pociągu na przejeździe,1,,40,dot. szynobusów,IZ Kraków,false,true,true,true
17275,107,Szczawne Kulaszne - Komańcza,27.076,27.298,ograniczona widoczność czoła pociągu na przejeździe,1,,40,dot. szynobusów,IZ Kraków,false,true,true,true
17276,107,Szczawne Kulaszne - Komańcza,31.484,31.707,ograniczona widoczność czoła pociągu na przejeździe,1,40,,dot. szynobusów,IZ Kraków,false,true,true,true
17277,107,Szczawne Kulaszne - Komańcza,31.701,31.924,ograniczona widoczność czoła pociągu na przejeździe,1,,40,dot. szynobusów,IZ Kraków,false,true,true,true
17278,107,Komańcza - Łupków,45.769,45.992,ograniczona widoczność czoła pociągu na przejeździe,1,,40,dotyczy szynobusów,IZ Kraków,false,true,true,true
17279,108,Stróże SR3 - Wola Łużańska,3.394,3.492,Ograniczona widoczność czoła pociągu na przejeździe.,1,30,,"przejazd w km 3,394.",IZ Kraków,false,true,true,true
17280,108,Stróże SR3 - Wola Łużańska,4.192,4.320,Ograniczona widoczność czoła pociągu na przejeździe.,1,40,,"przejazd w km 4,317",IZ Kraków,false,true,true,true
17281,108,Stróże SR3 - Wola Łużańska,4.314,4.442,Ograniczona widoczność czoła pociągu na przejeździe.,1,,40,"przejazd w km 4,317",IZ Kraków,false,true,true,true
17282,108,Biecz - Przysieki,30.846,31.124,ograniczona widoczność czoła pociągu na przejeździe,1,,50,"przejazd w km 30,849",IZ Kraków,false,true,true,true
17283,108,Biecz - Przysieki,31.127,31.350,ograniczona widoczność czoła pociągu na przejeździe,1,,40,"przejazd w km 31,130 32,245",IZ Kraków,false,true,true,true
17284,108,Jasło,45.080,46.293,pogorszenie stanu elementów toru,1,30,30,,IZ Kraków,false,true,true,true
17285,108,Jasło,45.507,46.106,pogorszenie stanu elementów toru,5,20,20,*),IZ Kraków,false,true,false,true
17286,108,Jasło,45.523,46.142,pogorszenie stanu elementów toru,3,20,20,*),IZ Kraków,false,true,false,true
17287,108,st. Jasło i Jasło - Sobniów,46.707,46.859,ograniczona widoczność czoła pociągu na przejściu,1,,50,,IZ Kraków,false,true,true,true
17288,108,Tarnowiec - Jedlicze,57.849,58.074,ograniczona widoczność czoła pociągu na przejeździe,1,40,,,IZ Kraków,false,true,true,true
17289,108,st. Jedlicze i Jedlicze - Krosno,61.000,61.950,pogorszenie stanu elementów toru i obiektu,1,50,50,"obiekt w km 61,513",IZ Kraków,false,true,true,true
17290,108,Krosno,67.800,68.400,pogorszenie stanu elementów toru,1,40,40,,IZ Kraków,false,true,true,true
17291,108,Sanok - Nowy Zagórz,111.702,111.980,ograniczona widoczność czoła pociągu na przejeździe,1,,50,dot. szynobusów,IZ Kraków,false,true,true,true
17292,108,Zagórz - Uherce,120.418,120.587,ograniczona widoczność czoła pociągu na przejeździe,1,40,,"przejazd w km 120,584",IZ Kraków,false,true,true,true
17293,108,Zagórz - Uherce,120.581,120.804,ograniczona widoczność czoła pociągu na przejeździe,1,,40,"przejazd w km 120,584",IZ Kraków,false,true,true,true
17294,108,Zagórz - Uherce,122.137,122.141,brak widoczności czoła pociągu na przejeździe,1,20,20,,IZ Kraków,false,true,true,true
17295,108,Zagórz - Uherce,123.307,123.478,ograniczona widoczność czoła pociągu na przejeździe,1,,40,,IZ Kraków,false,true,true,true
17296,108,Zagórz - Uherce,126.041,126.263,ograniczona widoczność czoła pociągu na przejeździe,1,40,,"przejazd w km 126,261",IZ Kraków,false,true,true,true
17297,108,Zagórz - Uherce,126.259,126.481,ograniczona widoczność czoła pociągu na przejeździe,1,,40,"przejazd w km 126,261",IZ Kraków,false,true,true,true
17298,108,Uherce - Ustrzyki Dolne,133.994,134.038,pogorszenie stanu mostu,1,30,30,,IZ Kraków,false,true,true,true
17299,108,Uherce - Ustrzyki Dolne,137.681,137.799,ograniczona widoczność czoła pociągu na przejeździe,1,,30,"przejazd w km 137,683",IZ Kraków,false,true,true,true
17300,108,Uherce - Ustrzyki Dolne,139.445,139.608,ograniczona widoczność czoła pociągu na przejeździe,1,40,,,IZ Kraków,false,true,true,true
17301,108,Uherce - Ustrzyki Dolne,139.604,139.608,brak widoczności czoła pociągu na przejeździe,1,,20,,IZ Kraków,false,true,true,true
17302,108,Uherce - Ustrzyki Dolne,140.241,140.463,ograniczona widoczność czoła pociągu na przejeździe,1,40,,"przejazd w km 140,461",IZ Kraków,false,true,true,true
17303,108,Uherce - Ustrzyki Dolne,140.942,141.120,ograniczona widoczność czoła pociągu na przejeździe,1,40,,"przejazd w km 140,118",IZ Kraków,false,true,true,true
17304,108,Uherce - Ustrzyki Dolne,141.116,141.253,ograniczona widoczność na przejeździe,1,,40,"przejazd w km 140,118",IZ Kraków,false,true,true,true
17305,108,Uherce - Ustrzyki Dolne,143.178,143.348,ograniczona widoczność czoła pociągu na przejeździe,1,30,,"przejazd w km 143,346",IZ Kraków,false,true,true,true
17306,108,Uherce - Ustrzyki Dolne,143.344,143.566,ograniczona widoczność czoła pociągu na przejeździe,1,,40,"przejazd w km 143,346",IZ Kraków,false,true,true,true
17307,108,Uherce - Ustrzyki Dolne,144.482,144.704,ograniczona widoczność czoła pociągu na przejeździe,1,,40,"przejazd w km 144,484",IZ Kraków,false,true,true,true
17308,108,Uherce - Ustrzyki Dolne,144.561,144.783,ograniczona widoczność czoła pociągu na przejeździe,1,40,,"przejazd w km 144,781",IZ Kraków,false,true,true,true
17309,108,Uherce - Ustrzyki Dolne,148.122,148.292,ograniczona widoczność czoła pociągu na przejeździe,1,40,,"przejazd w km 148,290",IZ Kraków,false,true,true,true
17310,108,Uherce - Ustrzyki Dolne,148.288,148.510,ograniczona widoczność czoła pociągu na przejeździe,1,,40,"przejazd w km 148,290",IZ Kraków,false,true,true,true
17311,109,Kraków Bieżanów,7.618,9.222,,1,160,160,Vd) Linia 91; poc pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17312,109,Kraków Bieżanów,7.618,9.222,,1,120,120,Vd) Linia 91; poc towarowe,IZ Kraków,false,true,true,false
17313,109,Kraków Bieżanów,7.662,9.275,,2,160,160,Vd) Linia 91; poc pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17314,109,Kraków Bieżanów,7.662,9.275,,2,120,120,Vd) Linia 91; poc towarowe,IZ Kraków,false,true,true,false
17315,109,Kraków Bieżanów,7.569,9.163,,3,80,80,Vd) Linia 629; poc towarowe,IZ Kraków,false,true,true,false
17316,109,Kraków Bieżanów,7.569,8.998,,3,120,120,Vd) Linia 629; poc pasażerskie i szynobusy,IZ Kraków,false,true,true,false
17317,109,Kraków Bieżanów,8.998,9.163,,3,100,100,Vd) Linia 629; poc pasażerskie i szynobusy,IZ Kraków,false,true,true,false
