id,line_number,line_name,contractor,location_description,track_number,start_km,end_km,work_description,closure_days,closure_hours_per_day,total_closure_hours,speed_limit_adjacent_track,speed_limit_after_work,operation_mode,date_from,date_to,source_file
1637,448,"WARSZAWA
ZACHODNIA -
WARSZAWA
REMBERTÓW",IRR1/11,"Warszawa Zachodnia -
Warszawa Wschodnia","3, 4",-2.380,3.690,"Modernizacja linii kolejowych i
stacji kolejowych",104,4,416,,"bez
ograniczenia",przerwa w ruchu,2025-09-01,2027-06-13,I_korekta_SHZT_2024_2025
1638,448,"WARSZAWA
ZACHODNIA -
WARSZAWA
REMBERTÓW",IRR1/11,"Warszawa Podskarbińska -
Warszawa Rembertów",3m,9.400,9.600,budowa wiaduktu,364,4,1456,50,"bez
ograniczenia","ruch jednotorwy
dwukierunkowy po torze
czynnym",2024-02-02,2026-02-01,I_korekta_SHZT_2024_2025
1639,546,"WARSZAWA
WSCHODNIA
TOWAROWA -
WARSZAWA
REMBERTÓW T6M",IRR1/11,"Warszawa Wschodnia
Towarowa - Warszawa
Rembertów",6m,9.400,9.600,budowa wiaduktu,364,4,1456,50,"bez
ograniczenia",przerwa w ruchu,2024-02-02,2026-02-01,I_korekta_SHZT_2024_2025
1640,659,"BĘDZIN -
SOSNOWIEC
GŁÓWNY T3",IRR4/4,Będzin - Sosnowiec Główny,1 (3),306.150,308.500,modernizacja,274,24,6576,60,80,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-06-07,2026-07-11,I_korekta_SHZT_2024_2025
1641,659,"BĘDZIN -
SOSNOWIEC
GŁÓWNY T3",IRR4/4,"Sosnowiec Główny - Katowice
Zawodzie",2 (4),310.900,312.200,domknięcia technologiczne,24,4,96,60,80,przerwa w ruchu,2025-02-12,2026-07-11,I_korekta_SHZT_2024_2025
1642,660,"SOSNOWIEC
POŁUDNIOWY -
SOSNOWIEC
GŁÓWNY",IRR4/4,"Sosnowiec Główny - Katowice
Zawodzie",1 (6),0.000,0.000,domknięcia technologiczne,110,4,440,60,80,przerwa w ruchu,2025-10-25,2026-02-11,I_korekta_SHZT_2024_2025
1643,743,"LIPOWA
TUCHOLSKA -
SZLACHTA",IRR2/7,Lipowa Tucholska - Szlachta,1,94.730,43.433,kompleksowa modernizacja,177,24,4248,,120,przerwa w ruchu,2025-06-20,2025-12-16,I_korekta_SHZT_2024_2025
1644,864,"KATOWICE LIGOTA -
KWK WUJEK",IRR4/4,Katowice Ligota - KWK Wujek,1,0.657,2.960,likwidacja linii,364,24,8736,60,,"przerwa w ruchu linia
jednotorowa",2024-03-12,2027-03-30,I_korekta_SHZT_2024_2025
1645,902,"WARSZAWA
WSCHODNIA -
WARSZAWA
WSCHODNIA
TOWAROWA T2P",IRR1/11,"Warszawa Wschodnia -
Warszawa Podskarbińska",2P,4.516,6.545,"Modernizacja linii kolejowych i
stacji kolejowych",184,24,4416,20,"bez
ograniczenia",przerwa w ruchu,2025-06-13,2027-06-13,I_korekta_SHZT_2024_2025
1646,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,"Koluszki (podg. Będzelin) -
Rokiciny",1,107.000,112.863,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",42,24,1008,50,,"jednotorowo
dwukierunkowo",2025-12-14,2026-01-24,Korekta_SHZT_2025_2026
1647,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rokiciny,1,107.000,128.686,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",42,24,1008,50,,"jednotorowo
dwukierunkowo",2025-12-14,2026-01-24,Korekta_SHZT_2025_2026
1648,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,"Koluszki (podg. Będzelin) -
Rokiciny",2,107.402,114.010,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",42,24,1008,50,,"jednotorowo
dwukierunkowo",2026-01-25,2026-03-07,Korekta_SHZT_2025_2026
1649,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rokiciny - Baby,1,112.794,128.784,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",56,24,1344,50,,"jednotorowo
dwukierunkowo",2026-03-29,2026-05-23,Korekta_SHZT_2025_2026
1650,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rokiciny - Baby,2,112.794,128.784,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",56,24,1344,50,,"jednotorowo
dwukierunkowo",2026-05-24,2026-07-18,Korekta_SHZT_2025_2026
1651,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rokiciny,2,112.794,114.010,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",42,24,1008,50,,"jednotorowo
dwukierunkowo",2026-01-25,2026-03-07,Korekta_SHZT_2025_2026
1652,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Baby,2,128.612,143.725,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-03-15,2026-03-28,Korekta_SHZT_2025_2026
1653,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Baby - Piotrków Trybunalski,1,128.711,143.676,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",28,24,672,50,,"jednotorowo
dwukierunkowo",2026-01-25,2026-02-21,Korekta_SHZT_2025_2026
1654,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Baby,1,128.711,129.829,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-03-29,2026-04-11,Korekta_SHZT_2025_2026
1655,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Baby - Piotrków Trybunalski,2,128.784,143.725,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",35,24,840,50,,"jednotorowo
dwukierunkowo",2026-02-22,2026-03-28,Korekta_SHZT_2025_2026
1656,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Piotrków Trybunalski,1,143.676,146.345,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-02-08,2026-02-21,Korekta_SHZT_2025_2026
1657,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Piotrków Trybunalski,2,143.746,146.545,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-02-22,2026-03-07,Korekta_SHZT_2025_2026
1658,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Piotrków Trybunalski - Rozprza,1,146.469,155.873,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",3,24,72,50,,"jednotorowo
dwukierunkowo",2025-11-09,2025-12-13,Korekta_SHZT_2025_2026
1659,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Piotrków Trybunalski - Rozprza,1,146.469,155.873,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",28,24,672,50,,"jednotorowo
dwukierunkowo",2026-06-28,2026-07-25,Korekta_SHZT_2025_2026
1660,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Piotrków Trybunalski - Rozprza,2,146.545,155.708,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",35,24,840,50,,"jednotorowo
dwukierunkowo",2025-12-14,2026-01-17,Korekta_SHZT_2025_2026
1661,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rozprza,1,155.637,156.936,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",3,24,72,50,,"jednotorowo
dwukierunkowo",2025-11-30,2025-12-13,Korekta_SHZT_2025_2026
1662,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rozprza,2,155.802,157.040,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",7,24,168,50,,"jednotorowo
dwukierunkowo",2025-12-14,2025-12-20,Korekta_SHZT_2025_2026
1663,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rozprza - Gorzkowice,1,156.945,165.542,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",49,24,1176,50,,"jednotorowo
dwukierunkowo",2026-03-08,2026-04-25,Korekta_SHZT_2025_2026
1664,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rozprza - Gorzkowice,2,157.040,165.562,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",42,24,1008,50,,"jednotorowo
dwukierunkowo",2026-04-26,2026-06-06,Korekta_SHZT_2025_2026
1665,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Gorzkowice,2,165.435,167.048,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-04-26,2026-05-09,Korekta_SHZT_2025_2026
1666,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Gorzkowice,1,165.488,165.013,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-04-12,2026-04-25,Korekta_SHZT_2025_2026
1667,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Gorzkowice - Gomunice,2,166.898,176.569,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",35,24,840,50,,"jednotorowo
dwukierunkowo",2025-12-14,2026-01-17,Korekta_SHZT_2025_2026
1668,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Gorzkowice - Gomunice,1,166.924,176.434,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",3,24,72,50,,"jednotorowo
dwukierunkowo",2025-11-09,2025-12-13,Korekta_SHZT_2025_2026
1669,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Gomunice,2,176.362,177.585,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",7,24,168,50,,"jednotorowo
dwukierunkowo",2025-12-14,2025-12-20,Korekta_SHZT_2025_2026
1670,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Gomunice,1,176.497,178.053,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",3,24,72,50,,"jednotorowo
dwukierunkowo",2025-11-30,2025-12-13,Korekta_SHZT_2025_2026
1671,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Gomunice - Radomsko,1,177.514,187.665,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",49,24,1176,50,,"jednotorowo
dwukierunkowo",2026-01-18,2026-03-07,Korekta_SHZT_2025_2026
1672,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Gomunice - Radomsko,2,177.585,187.695,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",35,24,840,50,,"jednotorowo
dwukierunkowo",2026-06-21,2026-07-25,Korekta_SHZT_2025_2026
1673,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Radomsko - Widzów Teklinów,1,187.505,199.344,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",77,24,1848,50,,"jednotorowo
dwukierunkowo",2026-03-08,2026-05-23,Korekta_SHZT_2025_2026
1674,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Radomsko - Widzów Teklinów,2,187.505,199.247,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",56,24,1344,50,,"jednotorowo
dwukierunkowo",2026-05-24,2026-07-18,Korekta_SHZT_2025_2026
1675,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Radomsko,1,187.505,199.344,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-02-22,2026-03-07,Korekta_SHZT_2025_2026
1676,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Radomsko,2,187.505,188.954,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-07-12,2026-07-25,Korekta_SHZT_2025_2026
1677,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Widzów Teklinów,1,199.214,207.930,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-05-10,2026-05-23,Korekta_SHZT_2025_2026
1678,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Widzów Teklinów,2,199.306,200.541,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-05-24,2026-06-06,Korekta_SHZT_2025_2026
1679,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Widzów Teklinów - Kłomnice,1,200.497,207.777,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",87,24,2088,50,,"jednotorowo
dwukierunkowo",2025-11-09,2026-03-07,Korekta_SHZT_2025_2026
1680,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Widzów Teklinów - Kłomnice,2,200.541,207.817,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",63,24,1512,50,,"jednotorowo
dwukierunkowo",2026-03-08,2026-05-09,Korekta_SHZT_2025_2026
1681,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Kłomnice,1,207.777,209.313,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",28,24,672,50,,"jednotorowo
dwukierunkowo",2026-02-08,2026-03-07,Korekta_SHZT_2025_2026
1682,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Kłomnice,2,207.930,209.178,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",21,24,504,50,,"jednotorowo
dwukierunkowo",2026-03-08,2026-03-28,Korekta_SHZT_2025_2026
1683,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/3,Kłomnice - Rudniki,1,208.201,217.700,"Obiekty inżynieryjne: 1. Most w
km 208,338 2. Most w km
209,775 3. Most w km 211,067
4. Przepust w km 212,961 5.
Przepust w km 215,093 6.
Kładka 217,679 (w przypadku
złych analiz nośności
wydłużenie zamknięcia do 2
miesięcy) Przejazdy: 1.
210,478 2. 212,4",17,24,408,,"bez
ograniczenia","jednotorowo
dwukierunkowo",2025-11-16,2025-12-30,Korekta_SHZT_2025_2026
1684,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/3,Kłomnice - Rudniki,2,208.201,217.700,"Obiekty inżynieryjne: 1. Most w
km 208,338 2. Most w km
209,775 3. Most w km 211,067
4. Przepust w km 212,961 5.
Przepust w km 215,093 6.
Kładka 217,679 (w przypadku
złych analiz nośności
wydłużenie zamknięcia do 2
miesięcy) Przejazdy: 1.
210,478 2. 212,4",58,24,1392,,"bez
ograniczenia","jednotorowo
dwukierunkowo",2026-01-02,2026-02-28,Korekta_SHZT_2025_2026
1685,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Kłomnice - Rudniki,1,209.149,218.041,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",28,24,672,50,,"jednotorowo
dwukierunkowo",2026-05-10,2026-06-06,Korekta_SHZT_2025_2026
1686,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Kłomnice - Rudniki,2,209.283,216.740,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",21,24,504,50,,"jednotorowo
dwukierunkowo",2026-06-07,2026-06-27,Korekta_SHZT_2025_2026
1687,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rudniki,2,209.283,222.875,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",28,24,672,50,,"jednotorowo
dwukierunkowo",2026-06-07,2026-07-04,Korekta_SHZT_2025_2026
1688,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rudniki - Wyczerpy,1,216.698,229.278,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",7,24,168,50,,"jednotorowo
dwukierunkowo",2026-05-31,2026-06-06,Korekta_SHZT_2025_2026
1689,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rudniki - Wyczerpy,1,216.698,229.278,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-07-12,2026-07-25,Korekta_SHZT_2025_2026
1690,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rudniki,1,216.698,218.041,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",28,24,672,50,,"jednotorowo
dwukierunkowo",2026-05-10,2026-06-06,Korekta_SHZT_2025_2026
1691,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Wyczerpy,1,218.006,222.875,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",21,24,504,50,,"jednotorowo
dwukierunkowo",2026-02-15,2026-03-07,Korekta_SHZT_2025_2026
1692,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Wyczerpy,2,218.006,222.875,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-03-08,2026-03-21,Korekta_SHZT_2025_2026
1693,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rudniki - Wyczerpy,2,218.006,222.875,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",7,24,168,50,,"jednotorowo
dwukierunkowo",2026-06-07,2026-06-13,Korekta_SHZT_2025_2026
1694,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Rudniki - Wyczerpy,2,218.006,222.875,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",14,24,336,50,,"jednotorowo
dwukierunkowo",2026-06-28,2026-07-11,Korekta_SHZT_2025_2026
1695,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Wyczerpy - Częstochowa,2,218.006,229.245,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",63,24,1512,50,,"jednotorowo
dwukierunkowo",2026-03-08,2026-05-09,Korekta_SHZT_2025_2026
1696,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Wyczerpy - Częstochowa,1,222.827,229.350,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",87,24,2088,50,,"jednotorowo
dwukierunkowo",2025-11-09,2026-03-07,Korekta_SHZT_2025_2026
1697,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Częstochowa,1,229.206,,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",7,24,168,50,,"jednotorowo
dwukierunkowo",2026-03-01,2026-03-07,Korekta_SHZT_2025_2026
1698,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Będzin,"2, 4",305.500,305.500,"Roboty zasadnicze.
Kompleksowa wymiana
nawierzchni w torze nr 2, 4, 6,
roboty branży SRK, sieci
trakcyjnej,
elektroenergetycznej,
mostowej",161,24,3864,,,"Tory czynne w stacji
(nowy tor 1, 3, 5, 7)",2025-10-23,2026-05-23,Korekta_SHZT_2025_2026
1699,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Będzin,1,305.500,305.500,"Roboty zasadnicze
(domknięcie technologiczne).
Domknięcie technologiczne -
prace związane z realizacją
inwestycji",161,4,644,,,przerwa w ruchu,2025-10-23,2026-05-23,Korekta_SHZT_2025_2026
1700,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Będzin - Sosnowiec Główny,2,305.500,308.300,"Roboty zasadnicze.
Kompleksowa wymiana
nawierzchni w torze nr 2,
budowa nowego toru nr 4,
roboty branży SRK, sieci
trakcyjnej,
elektroenergetycznej,
mostowej",161,24,3864,,,"Ruch dwutorowy (po
nowych torach nr 1, 3)",2025-10-23,2026-05-23,Korekta_SHZT_2025_2026
1701,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Będzin - Sosnowiec Główny,1,305.500,308.300,"Roboty zasadnicze
(domknięcie technologiczne).
Domknięcie technologiczne -
prace związane z realizacją
inwestycji",161,4,644,,,przerwa w ruchu,2025-10-23,2026-05-23,Korekta_SHZT_2025_2026
1702,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Będzin,"1, 2",305.500,305.500,"Roboty zasadnicze.
Kompleksowa wymiana
nawierzchni w torze nr 1, 2,
roboty branży SRK, sieci
trakcyjnej,
elektroenergetycznej,
mostowej",203,24,4872,,,"Tory czynne w stacji
(nowy tor 4, 6), tor 3, 5,
5a, 7 jako tory
odstawcze",2026-05-24,2027-01-10,Korekta_SHZT_2025_2026
1703,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Będzin - Sosnowiec Główny,"1, 2",305.500,308.300,"Roboty zasadnicze.
Kompleksowa wymiana
nawierzchni w torze nr 1, 2, 3,
roboty branży SRK, sieci
trakcyjnej,
elektroenergetycznej,
mostowej",203,24,4872,,,"Ruch jednotorowy
dwukierunkowy (po
nowym torze nr 4)",2026-05-24,2027-01-10,Korekta_SHZT_2025_2026
1704,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Sosnowiec Główny,1,309.500,309.500,"Roboty zasadnicze
(domknięcie technologiczne).
Domknięcie technologiczne -
prace związane z realizacją
inwestycji",161,4,644,,,przerwa w ruchu,2025-10-23,2026-05-23,Korekta_SHZT_2025_2026
1705,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,"Sosnowiec Główny - Katowice
Zawodzie",2,309.800,314.700,"Roboty zasadnicze.
Kompleksowa wymiana
nawierzchni w torze nr 1,
roboty branży SRK, sieci
trakcyjnej,
elektroenergetycznej,
mostowej",161,24,3864,,,"jednotorowo
dwukierunkowo",2025-05-23,2026-05-23,Korekta_SHZT_2025_2026
1706,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,"Sosnowiec Główny - Katowice
Zawodzie",1,309.800,314.700,"Roboty zasadnicze
(domknięcie technologiczne).
Domknięcie technologiczne -
prace związane z realizacją
inwestycji",161,6,966,,,przerwa w ruchu,2025-05-23,2026-05-23,Korekta_SHZT_2025_2026
1707,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,"Sosnowiec Główny - Katowice
Zawodzie","1, 2",309.800,314.700,"Roboty zasadnicze.
Kompleksowa wymiana
nawierzchni w torze nr 1, 2,
budowa nowego toru nr 3,
roboty branży SRK, sieci
trakcyjnej,
elektroenergetycznej,
mostowej, peronowej",203,24,4872,,,"Ruch jednotorowy
dwukierunkowy (po
nowym torze nr 4)",2026-05-24,2027-01-10,Korekta_SHZT_2025_2026
1708,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice Zawodzie,1,314.494,316.200,modernizacja,62,24,1488,40,120,"ruch po torach czynnych
w stacji",2026-04-30,2026-06-30,Korekta_SHZT_2025_2026
1709,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice Zawodzie,2,314.494,316.200,modernizacja,9,24,216,40,120,"ruch w obu kierunkach
po istniejącym torze nr 1
LK1, ruch w obu
kierunkach po nowym
torze nr 2 LK659 i torze
nr 2 LK 138",2026-06-14,2026-06-22,Korekta_SHZT_2025_2026
1710,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice Zawodzie,2,314.494,316.200,modernizacja,18,24,432,40,120,"ruch po torach czynnych
w stacji",2026-11-25,2027-03-26,Korekta_SHZT_2025_2026
1711,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice Zawodzie,1-10,314.494,316.200,domknięcie technologiczne,364,6,2184,,,przerwa w ruchu,2025-12-14,2026-12-12,Korekta_SHZT_2025_2026
1712,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice Zawodzie - Katowice,"1, 2",316.000,317.700,modernizacja,364,5,1820,,,przerwa w ruchu,2025-12-14,2026-12-12,Korekta_SHZT_2025_2026
1713,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice Zawodzie - Katowice,"1, 2",316.200,317.023,domknięcie technologiczne,364,6,2184,,,przerwa w ruchu,2025-12-14,2026-12-12,Korekta_SHZT_2025_2026
1714,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice,6,317.023,318.686,modernizacja,73,24,1752,40,120,"ruch po torach czynnych
w stacji",2025-08-26,2026-02-24,Korekta_SHZT_2025_2026
1715,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice,8,317.023,318.686,modernizacja,119,24,2856,40,60,"ruch po torach czynnych
w stacji",2026-02-25,2026-06-23,Korekta_SHZT_2025_2026
1716,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice,10,317.023,318.686,modernizacja,168,24,4032,40,120,"ruch po torach czynnych
w stacji",2026-06-28,2027-03-24,Korekta_SHZT_2025_2026
1717,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice,6,317.023,318.686,modernizacja,81,24,1944,40,120,"ruch po torach czynnych
w stacji",2026-09-23,2027-04-23,Korekta_SHZT_2025_2026
1718,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice,8,317.023,318.686,modernizacja,81,24,1944,40,60,"ruch po torach czynnych
w stacji",2026-09-23,2027-03-24,Korekta_SHZT_2025_2026
1719,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice,"13, 13a",317.023,318.686,modernizacja,59,24,1416,40,120,"ruch po torach czynnych
w stacji",2026-02-25,2026-04-24,Korekta_SHZT_2025_2026
1720,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice,15a,317.023,318.686,modernizacja,209,24,5016,40,100,"ruch po torach czynnych
w stacji",2026-02-25,2026-09-21,Korekta_SHZT_2025_2026
1721,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice,17,317.023,318.686,modernizacja,209,24,5016,40,100,"ruch po torach czynnych
w stacji",2026-02-25,2026-09-21,Korekta_SHZT_2025_2026
1722,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice,15,317.023,318.686,modernizacja,146,24,3504,40,100,"ruch po torach czynnych
w stacji",2026-04-30,2026-09-22,Korekta_SHZT_2025_2026
1723,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice,1-9,317.023,318.686,domknięcie technologiczne,364,6,2184,,,przerwa w ruchu,2025-12-14,2026-12-12,Korekta_SHZT_2025_2026
1724,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Katowice,cała stacja,317.700,318.600,modernizacja,364,5,1820,,,przerwa w ruchu,2025-12-14,2026-12-12,Korekta_SHZT_2025_2026
1725,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR1/9,Częstochowa,2,,,"roboty torowe, SRK, prace na
przejazdach i obiektach
inżynieryjnych",7,24,168,50,,"jednotorowo
dwukierunkowo",2026-03-08,2026-03-14,Korekta_SHZT_2025_2026
