id,line_number,line_name,contractor,location_description,track_number,start_km,end_km,work_description,closure_days,closure_hours_per_day,total_closure_hours,speed_limit_adjacent_track,speed_limit_after_work,operation_mode,date_from,date_to,source_file
1505,74,"SOBÓW -
STALOWA WOLA
ROZWADÓW",IRR3/1,"Zbydniów - Stalowa Wola
Rozwadów Towarowy",1,14.000,21.900,"Wymiana nawierzchni torowej,
przebudowa peronów na
przystankach osobowych,
przebudowa obiektów
inżynieryjnych, roboty
elektroenergetyki nietrakcyjnej
i teletechniki oraz roboty
towarzyszące",99,24,2376,,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-09-06,2026-03-05,I_korekta_SHZT_2024_2025
1506,74,"SOBÓW -
STALOWA WOLA
ROZWADÓW",IRR3/1,"Zbydniów - Stalowa Wola
Rozwadów Towarowy",2,14.000,21.900,"Wymiana nawierzchni torowej,
przebudowa peronów na
przystankach osobowych,
przebudowa obiektów
inżynieryjnych, roboty
elektroenergetyki nietrakcyjnej
i teletechniki oraz roboty
towarzyszące",99,4,396,,"bez
ograniczenia",przerwa w ruchu,2025-09-06,2026-03-05,I_korekta_SHZT_2024_2025
1507,93,"TRZEBINIA -
ZEBRZYDOWICE",IRR4/4,Zabrzeg - Bronów,2,53.100,58.500,modernizacja,236,24,5664,60,160,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-04-22,2026-02-19,I_korekta_SHZT_2024_2025
1508,93,"TRZEBINIA -
ZEBRZYDOWICE",IRR4/4,st. Chybie,"2,4,6, 1 (od
RZ15 do
RZ55)",60.200,62.000,modernizacja,236,24,5664,60,160,"ruch po torach czynnych
w stacji",2025-04-22,2026-02-19,I_korekta_SHZT_2024_2025
1509,93,"TRZEBINIA -
ZEBRZYDOWICE",IRR4/4,Chybie - Pruchna,2,62.000,69.000,modernizacja,236,24,5664,60,160,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-04-22,2026-02-19,I_korekta_SHZT_2024_2025
1510,93,"TRZEBINIA -
ZEBRZYDOWICE",IRR4/4,Pruchna Zebrzydowice,2,69.000,76.000,modernizacja,236,24,5664,60,120,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-04-22,2026-02-19,I_korekta_SHZT_2024_2025
1511,93,"TRZEBINIA -
ZEBRZYDOWICE",IRR4/4,st. Zebrzydowice,"1-25; 6-8; 100-
109",76.000,77.800,modernizacja,236,24,5664,60,160,"ruch po torach czynnych
w stacji",2025-04-22,2026-02-19,I_korekta_SHZT_2024_2025
1512,97,SKAWINA - ŻYWIEC,IRR3/2,Sucha Beskidzka - Żywiec,1,46.239,81.392,Modernizacja linii,364,24,8736,0,"bez
ograniczenia","przerwa w ruchu linia
jednotorowa",2024-07-01,2026-02-27,I_korekta_SHZT_2024_2025
1513,104,"CHABÓWKA -
NOWY SĄCZ",IRR3/8,Tymbark - Limanowa,1,37.352,46.768,modernizacja linii,364,24,8736,,"bez
ograniczenia","przerwa w ruchu linia
jednotorowa",2024-06-10,2026-05-29,I_korekta_SHZT_2024_2025
1514,104,"CHABÓWKA -
NOWY SĄCZ",IRR3/8,Limanowa,"1,2,3,3a,4",46.768,47.569,modernizacja linii,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-06-10,2026-05-29,I_korekta_SHZT_2024_2025
1515,104,"CHABÓWKA -
NOWY SĄCZ",IRR3/8,Limanowa - Marcinkowice,1,47.569,66.969,modernizacja linii,364,24,8736,,"bez
ograniczenia","przerwa w ruchu linia
jednotorowa",2023-09-03,2026-06-06,I_korekta_SHZT_2024_2025
1516,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,st. Jasło,"1,3,5,7,9,11",44.950,47.000,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1517,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,Jasło - Tarnowiec,1,47.000,52.850,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1518,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,st. Tarnowiec,"1,2,3, 2a",52.850,54.750,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1519,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,Tarnowiec - Jedlicze,1,54.750,59.350,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1520,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,st. Jedlicze,"1,2,3,4,5,100,
102",59.350,61.250,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1521,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,Jedlicze - Krosno,1,61.250,67.000,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1522,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,st. Krosno,"1,2a,2,3a,5,7,
7a,9,9a",67.000,69.700,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1523,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,Krosno - Targowiska,1,69.700,72.100,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1524,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,Krosno - Targowiska,1,72.100,74.900,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1525,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,st. Targowiska,"1,2,3,4,5,6,10
0",74.900,76.800,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1526,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,"Targowiska - Wróblik
Szlachecki",1,76.800,80.300,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1527,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,st. Wróblik Szlachecki,"1,2,3,5",80.300,82.800,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1528,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,Wróblik Szlachecki - Zarszyn,1,82.800,91.500,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1529,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,st. Zarszyn,"1,2,3,5",91.500,93.550,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1530,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,st. Nowosielce,"1,3,5a",96.300,99.435,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1531,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,Nowosielce - Sanok,1,99.435,107.000,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1532,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,st. Sanok,"1,2,
2A,3,5,7,9,
9A, 11, 11A,
11B,11C, 21A,
22,23,401,411",107.000,109.050,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1533,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,Sanok - Nowy Zagórz,1,109.050,112.700,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1534,108,"STRÓŻE -
KROŚCIENKO",IRR3/8,st. Nowy Zagórz,"1,2,3,4,5,7,8",112.700,114.950,modernizacja,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1535,128,"RADZIONKÓW -
NAKŁO ŚLĄSKIE T4",IRR4/5,"Radzionków - Nakło Śląskie tor
T4",1 (4),27.405,29.279,Zamknięcie linii stycznej,67,24,1608,50,100,"przerwa w ruchu linia
jednotorowa",2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1536,128,"RADZIONKÓW -
NAKŁO ŚLĄSKIE T4",IRR4/5,Radzionków - Nakło,1 (4),28.130,30.143,Zamknięcie linii stycznej,137,24,3288,50,50,"przerwa w ruchu linia
jednotorowa",2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1537,130,"TARNOWSKIE
GÓRY TGD -
KALETY T4",IRR4/5,"Tarnowskie Góry TGD - Kalety
tor T4",1 (4),37.321,47.933,Zamknięcie linii stycznej,67,24,1608,50,100,"przerwa w ruchu linia
jednotorowa",2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1538,131,"CHORZÓW
BATORY - TCZEW",IRR4/5,st. Chorzów Batory,"8, 10, 12, 14,
14a",5.900,5.900,"wymiana nawierzchni, budowa
obiektów inżynieryjnych,
wymiana sieci trakcyjnej",137,4,548,40,40,"ruch po torach czynnych
w stacji",2024-11-12,2026-06-30,I_korekta_SHZT_2024_2025
1539,131,"CHORZÓW
BATORY - TCZEW",IRR4/5,"Nakło Śląskie - Tarnowskie
Góry",1,30.143,33.098,"wymiana nawierzchni, budowa
obiektów inżynieryjnych,
wymiana sieci trakcyjnej",67,24,1608,50,100,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-10-08,2026-02-25,I_korekta_SHZT_2024_2025
1540,131,"CHORZÓW
BATORY - TCZEW",IRR4/5,st. Kalety,1,46.930,47.966,"wymiana nawierzchni, budowa
obiektów inżynieryjnych,
wymiana sieci trakcyjnej",67,24,1608,50,100,"ruch po torach czynnych
w stacji",2025-10-08,2026-03-07,I_korekta_SHZT_2024_2025
1541,131,"CHORZÓW
BATORY - TCZEW",IRR4/5,st. Kalety,2,46.930,47.966,transport technologiczny,67,4,268,0,100,"ruch po torach czynnych
w stacji",2025-10-08,2026-03-07,I_korekta_SHZT_2024_2025
1542,131,"CHORZÓW
BATORY - TCZEW",IRR4/5,Boronów - Kalina,1,59.678,66.800,"wymiana nawierzchni, budowa
obiektów inżynieryjnych,
wymiana sieci trakcyjnej",67,24,1608,50,100,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-10-08,2026-03-07,I_korekta_SHZT_2024_2025
1543,131,"CHORZÓW
BATORY - TCZEW",IRR4/5,Boronów - Kalina,2,59.678,66.800,transport technologiczny,67,4,268,0,100,przerwa w ruchu,2025-10-08,2026-03-07,I_korekta_SHZT_2024_2025
1544,131,"CHORZÓW
BATORY - TCZEW",IRR2/9,Szadek - Otok,2,180.400,190.300,"kompleksowa wymiana
nawierzchni",175,24,4200,50,"20 km/h
pierwszy pociąg,
potem bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-06-22,2026-01-09,I_korekta_SHZT_2024_2025
1545,131,"CHORZÓW
BATORY - TCZEW",IRR2/9,st. Poddębice,"2,4",201.800,203.900,"kompleksowa wymiana
nawierzchni",141,24,3384,40,"40 km/h do 30
dni, potem bez
ograniczenia","ruch po torach czynnych
w stacji",2025-06-22,2025-11-09,I_korekta_SHZT_2024_2025
1546,131,"CHORZÓW
BATORY - TCZEW",IRR2/9,st. Poddębice,"1,3",201.800,203.900,"kompleksowa wymiana
nawierzchni",34,24,816,40,"40 km/h do 30
dni, potem bez
ograniczenia","ruch po torach czynnych
w stacji",2025-11-10,2026-04-11,I_korekta_SHZT_2024_2025
1547,131,"CHORZÓW
BATORY - TCZEW",IRR2/9,Poddębice - Kłudna,2,203.900,211.700,"kompleksowa wymiana
nawierzchni",141,24,3384,50,"20 km/h
pierwszy pociąg,
potem bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-06-22,2025-11-09,I_korekta_SHZT_2024_2025
1548,131,"CHORZÓW
BATORY - TCZEW",IRR2/9,Poddębice - Kłudna,1,203.900,211.700,"kompleksowa wymiana
nawierzchni",34,24,816,50,"20 km/h
pierwszy pociąg,
potem bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-11-10,2026-04-11,I_korekta_SHZT_2024_2025
1549,131,"CHORZÓW
BATORY - TCZEW",IRR2/9,st. Kraski,"1,3",220.200,222.300,"kompleksowa wymiana
nawierzchni",141,24,3384,40,"40 km/h do 30
dni, potem bez
ograniczenia","ruch po torach czynnych
w stacji",2025-06-22,2025-11-09,I_korekta_SHZT_2024_2025
1550,131,"CHORZÓW
BATORY - TCZEW",IRR2/9,st. Kraski,"2,4",220.200,222.300,"kompleksowa wymiana
nawierzchni",34,24,816,40,"40 km/h do 30
dni, potem bez
ograniczenia","ruch po torach czynnych
w stacji",2025-11-10,2026-04-11,I_korekta_SHZT_2024_2025
1551,131,"CHORZÓW
BATORY - TCZEW",IRR2/9,Kraski - Dąbie nad Nerem,1,222.300,228.600,"kompleksowa wymiana
nawierzchni",141,24,3384,50,"20 km/h
pierwszy pociąg,
potem bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-06-22,2025-11-09,I_korekta_SHZT_2024_2025
1552,131,"CHORZÓW
BATORY - TCZEW",IRR2/9,Kraski - Dąbie nad Nerem,2,222.300,228.600,"kompleksowa wymiana
nawierzchni",34,24,816,50,"20 km/h
pierwszy pociąg,
potem bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-11-10,2026-04-11,I_korekta_SHZT_2024_2025
1553,131,"CHORZÓW
BATORY - TCZEW",IRR2/9,st. Nowa Wieś Wielka,15,345.200,345.900,Przebudowa układu torowego,136,24,3264,50,50,"ruch po torach czynnych
w stacji",2025-07-31,2025-12-17,I_korekta_SHZT_2024_2025
1554,131,"CHORZÓW
BATORY - TCZEW",IRR2/9,"Brzoza Bydgoska (+2, 4) -
Trzciniec","2,4",353.600,362.350,"Kompleksowa wymiana
nawierzchni, przebudowa
pozostałych branż",105,24,2520,60,60,"ruch po torach czynnych
w stacji",2025-08-31,2026-01-12,I_korekta_SHZT_2024_2025
1555,131,"CHORZÓW
BATORY - TCZEW",IRR2/7,Maksymilianowo - Kotomierz,1,380.414,388.849,kompleksowa modernizacja,65,24,1560,50,120,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-10-10,2026-02-06,I_korekta_SHZT_2024_2025
1556,132,"BYTOM -
WROCŁAW
GŁÓWNY",IRR4/5,st. Gliwice Łabędy,105,1.000,1.000,"Przebudowa układów torowych
wraz z siecią trakcyjną oraz
sterowaniem ruchem
kolejowym",40,24,960,50,,"ruch po torach czynnych
w stacji",2025-11-04,2026-04-02,I_korekta_SHZT_2024_2025
1557,135,"GLIWICE ŁABĘDY -
PYSKOWICE",IRR4/5,st. Gliwice Łabędy,31,-0.283,0.060,"Przebudowa układów torowych
wraz z siecią trakcyjną oraz
sterowaniem ruchem
kolejowym",40,24,960,50,,"ruch po torach czynnych
w stacji",2025-11-04,2026-04-02,I_korekta_SHZT_2024_2025
1558,137,"KATOWICE -
LEGNICA",IRR4/5,Szobiszowice - Gliwice Łabędy,1,28.732,32.661,"Przebudowa układów torowych
wraz z siecią trakcyjną oraz
sterowaniem ruchem
kolejowym, rozbiórka i budowa
obiektów inżynieryjnych.",40,24,960,50,,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-11-04,2026-04-02,I_korekta_SHZT_2024_2025
1559,137,"KATOWICE -
LEGNICA",IRR4/5,Gliwice Łabędy,3,31.606,32.879,"Przebudowa układów torowych
wraz z siecią trakcyjną oraz
sterowaniem ruchem
kolejowym",40,24,960,50,,"ruch po torach czynnych
w stacji",2025-11-04,2026-04-02,I_korekta_SHZT_2024_2025
1560,137,"KATOWICE -
LEGNICA",IZ OPOLE,Goświnowice - Otmuchów,1,151.500,152.700,"Kompleksowa wymiana
nawierzchni",92,24,2208,50,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-08-01,2025-11-30,I_korekta_SHZT_2024_2025
1561,137,"KATOWICE -
LEGNICA",IZ Opole,"Dzierżoniów Śląski - Mościsko
Dzierżoniowskie",1,215.100,215.300,"przebudowa mostu w km
215,176",5,24,120,,"bez
ograniczenia","przerwa w ruchu linia
jednotorowa",2025-10-27,2025-10-31,I_korekta_SHZT_2024_2025
1562,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Brynów - Katowice Ligota,1,3.629,5.329,modernizacja,104,24,2496,60,120,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-09-01,2026-04-02,I_korekta_SHZT_2024_2025
1563,139,"KATOWICE -
ZWARDOŃ",IRR4/4,st. Katowice Ligota,"1,3",5.329,7.739,modernizacja,258,24,6192,40,100,"ruch po torach czynnych
w stacji",2025-03-31,2026-03-31,I_korekta_SHZT_2024_2025
1564,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Tychy - Kobiór,2,19.000,25.578,modernizacja,212,24,5088,90,,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-05-16,2026-02-16,I_korekta_SHZT_2024_2025
1565,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Tychy - Kobiór,1,19.000,25.578,domknięcia technologiczne,212,6,1272,90,,przerwa w ruchu,2025-05-16,2026-02-16,I_korekta_SHZT_2024_2025
1566,139,"KATOWICE -
ZWARDOŃ",IRR4/4,st. Kobiór,"6, 6a, 8, 8a,
16, 18",25.578,25.989,modernizacja,364,24,8736,,,"ruch po torach czynnych
w stacji",2023-10-16,2026-02-15,I_korekta_SHZT_2024_2025
1567,139,"KATOWICE -
ZWARDOŃ",IRR4/4,st. Pszczyna,1,35.593,36.687,modernizacja,120,24,2880,,,"ruch po torach czynnych
w stacji",2025-08-15,2026-05-15,I_korekta_SHZT_2024_2025
1568,139,"KATOWICE -
ZWARDOŃ",IRR4/4,st. Pszczyna,"5, 5a, 5b, 7,
7a, 9, 9a,",35.593,36.687,modernizacja,364,24,8736,,,"ruch po torach czynnych
w stacji",2023-10-16,2026-02-15,I_korekta_SHZT_2024_2025
1569,139,"KATOWICE -
ZWARDOŃ",IRR4/4,st. Pszczyna,"2,4,6",35.593,36.687,domknięcia technologiczne,316,6,1896,,,przerwa w ruchu,2025-02-01,2026-02-15,I_korekta_SHZT_2024_2025
1570,140,"KATOWICE LIGOTA -
NĘDZA",IRR4/4,"Katowice Ligota - Mikołów
Jamna",1,0.659,1.521,modernizacja,58,24,1392,60,100,"przerwa w ruchu linia
jednotorowa",2025-09-03,2025-10-30,I_korekta_SHZT_2024_2025
1571,141,"KATOWICE LIGOTA -
GLIWICE",IRR4/4,st. Katowice Ligota,5,-0.570,0.757,modernizacja,102,24,2448,40,60,"ruch po torach czynnych
w stacji",2025-09-03,2026-03-30,I_korekta_SHZT_2024_2025
1572,141,"KATOWICE LIGOTA -
GLIWICE",IRR4/4,Katowice Ligota - Panewnik,"1, 2",-0.570,1.573,modernizacja,106,24,2544,60,60,przerwa w ruchu,2025-08-30,2027-02-28,I_korekta_SHZT_2024_2025
1573,148,"PSZCZYNA -
RYBNIK",IRR4/4,st. Pszczyna,3,-0.632,0.000,modernizacja,120,24,2880,,,"ruch po torach czynnych
w stacji",2025-08-15,2026-05-15,I_korekta_SHZT_2024_2025
1574,148,"PSZCZYNA -
RYBNIK",IRR4/4,Radostowice - Suszec,1,7.621,14.770,modernizacja,226,24,5424,,"bez
ograniczenia","przerwa w ruchu linia
jednotorowa",2025-05-02,2026-04-30,I_korekta_SHZT_2024_2025
1575,148,"PSZCZYNA -
RYBNIK",IRR4/4,Suszec - Suszec Rudziczka,1,14.770,18.096,modernizacja,226,24,5424,,"bez
ograniczenia","przerwa w ruchu linia
jednotorowa",2025-05-02,2026-04-30,I_korekta_SHZT_2024_2025
1576,148,"PSZCZYNA -
RYBNIK",IRR4/4,Suszec Rudziczka - Kleszczów,1,18.096,20.565,modernizacja,226,24,5424,,"bez
ograniczenia","przerwa w ruchu linia
jednotorowa",2025-05-02,2026-04-30,I_korekta_SHZT_2024_2025
1577,148,"PSZCZYNA -
RYBNIK",IRR4/4,Kleszczów - Żory,1,20.565,22.631,modernizacja,226,24,5424,,"bez
ograniczenia","przerwa w ruchu linia
jednotorowa",2025-05-02,2026-04-30,I_korekta_SHZT_2024_2025
1578,157,"PAWŁOWICE
ŚLĄSKIE -
SKOCZÓW",IRR4/4,Chybie - Bieniowiec,1,11.900,12.450,modernizacja,236,24,5664,,80,przerwa w ruchu,2025-04-22,2026-02-19,I_korekta_SHZT_2024_2025
1579,168,"GLIWICE - GLIWICE
ŁABĘDY",IRR4/5,Szobiszowice - Gliwice Łabędy,2 (4),1.476,4.579,"Przebudowa układów torowych
wraz z siecią trakcyjną oraz
sterowaniem ruchem
kolejowym, rozbiórka i budowa
obiektów inżynieryjnych.",40,24,960,50,,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-11-04,2026-04-02,I_korekta_SHZT_2024_2025
1580,168,"GLIWICE - GLIWICE
ŁABĘDY",IRR4/5,st. Gliwice Łabędy,"7,9",4.580,5.700,"Przebudowa układów torowych
wraz z siecią trakcyjną oraz
sterowaniem ruchem
kolejowym",40,24,960,50,,"ruch po torach czynnych
w stacji",2025-11-04,2026-04-02,I_korekta_SHZT_2024_2025
1581,168,"GLIWICE - GLIWICE
ŁABĘDY",IRR4/5,st. Gliwice Łabędy,9,4.580,5.700,"Przebudowa układów torowych
wraz z siecią trakcyjną oraz
sterowaniem ruchem
kolejowym",40,24,960,50,,"ruch po torach czynnych
w stacji",2025-11-04,2026-04-02,I_korekta_SHZT_2024_2025
1582,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/9,"Bydgoszcz Emilianowo - Nowa
Wieś Wielka",2,0.700,8.700,"Regulacja torów, kompleksowa
wymiana nawierzchni,
przebudowa pozostałych branż",136,24,3264,60,60,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-07-31,2025-12-27,I_korekta_SHZT_2024_2025
1583,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/9,Bydgoszcz Emilianowo,"2,4,6",0.700,10.150,"Kompleksowa wymiana
nawierzchni, przebudowa
pozostałych branż",136,24,3264,50,50,"ruch po torach czynnych
w stacji",2025-07-31,2025-12-27,I_korekta_SHZT_2024_2025
1584,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Maksymilianowo - Serock
(+1,3) - Wierzchucin",1,34.128,72.340,kompleksowa modernizacja,269,24,6456,50,120,przerwa w ruchu,2025-03-20,2025-12-24,I_korekta_SHZT_2024_2025
1585,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Wierzchucin - Lipowa
Tucholska (+1,3,5,7)",1,72.340,94.730,kompleksowa modernizacja,177,24,4248,,120,przerwa w ruchu,2025-06-20,2026-02-14,I_korekta_SHZT_2024_2025
1586,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Łąg Południowy - Bąk (+1,3)",1,105.200,117.530,kompleksowa modernizacja,364,24,8736,,120,przerwa w ruchu,2024-11-29,2026-03-23,I_korekta_SHZT_2024_2025
1587,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,st. Kościerzyna,"15, 17, 19",136.105,138.068,Przebudowa układu torowego,258,24,6192,50,60,"ruch po torach czynnych
w stacji",2025-03-31,2026-09-29,I_korekta_SHZT_2024_2025
1588,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Kościerzyna - Gołubie
Kaszubskie",1,138.068,148.344,"Kompleksowa przebudowa
szlaku",364,24,8736,,60,przerwa w ruchu,2024-01-31,2026-11-01,I_korekta_SHZT_2024_2025
1589,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,st. Gołubie Kaszubskie,"1, 2, 4",148.344,149.701,Przebudowa układu torowego,364,24,8736,,60,przerwa w ruchu,2024-01-31,2026-11-01,I_korekta_SHZT_2024_2025
1590,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Gołubie Kaszubskie -
Somonino",1,149.701,161.730,"Kompleksowa przebudowa
szlaku",364,24,8736,,60,przerwa w ruchu,2024-01-31,2026-11-01,I_korekta_SHZT_2024_2025
1591,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,st. Somonino,"1, 2, 3, 10, 12",161.730,163.363,Przebudowa układu torowego,135,24,3240,50,50,"ruch po torach czynnych
w stacji",2025-08-01,2026-05-02,I_korekta_SHZT_2024_2025
1592,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Somonino - Glincz,1,163.333,174.476,"modernizacja linii, budowa
drugiego toru",322,24,7728,,60,"przerwa w ruchu linia
jednotorowa",2025-01-26,2027-03-16,I_korekta_SHZT_2024_2025
1593,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Glincz - Żukowo Wschodnie,1,174.476,178.400,"modernizacja linii, budowa
drugiego toru",322,24,7728,,60,"przerwa w ruchu linia
jednotorowa",2025-01-26,2026-02-25,I_korekta_SHZT_2024_2025
1594,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,st. Żukowo Wschodnie,"1,2,6",178.400,179.706,"modernizacja linii, budowa
drugiego toru",322,24,7728,,60,przerwa w ruchu,2025-01-26,2026-02-25,I_korekta_SHZT_2024_2025
1595,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Żukowo Wschodnie - Gdańsk
Osowa",1,179.706,184.518,"modernizacja linii, budowa
drugiego toru",322,24,7728,,60,"przerwa w ruchu linia
jednotorowa",2025-01-26,2026-02-25,I_korekta_SHZT_2024_2025
1596,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,st. Gdańsk Osowa,"2a, tor 3R na
linii 253 PKM
(km 1,356-
1,421)",184.590,186.440,budowa nowego toru,322,24,7728,,60,"ruch po torach czynnych
w stacji",2025-01-26,2026-02-25,I_korekta_SHZT_2024_2025
1597,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,st. Gdańsk Osowa,"1, 1e, 1f",188.250,190.054,przebudowa stacji,60,24,1440,50,60,"ruch po torach czynnych
w stacji",2025-09-26,2025-11-24,I_korekta_SHZT_2024_2025
1598,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Gdańsk Osowa - Gdynia Wielki
Kack",2,190.000,193.300,"budowa nowego toru nr 4,
modernizacja toru nr 2",167,24,4008,60,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-06-30,2026-05-01,I_korekta_SHZT_2024_2025
1599,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Gdańsk Osowa - Gdynia Wielki
Kack",1,190.054,193.858,"budowa nowego toru,
modernizacja toru nr 1",60,24,1440,,60,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-09-26,2025-11-24,I_korekta_SHZT_2024_2025
1600,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,st. Gdynia Wielki Kack,1,193.600,195.100,"budowa nowego toru nr 3 oraz
rozjazdów 1, 4, 27",167,24,4008,,60,"ruch po torach czynnych
w stacji",2025-06-30,2026-05-01,I_korekta_SHZT_2024_2025
